Order_ID,Order_Date,Shipping_date,Aging,Ship_Mode,Product_Category,Product,jan_Sales,feb_sales,Quantity,Discount,Profit, Shipping_Cost ,Order_Priority,Customer_ID,Customer_Name,Segment,City,State,Country,Region,comments
AU-2015-253,5/2/2015,5/10/2015,8,First Class,Auto & Accessories,Car Media Players,140,192,4,0.05,32,$3.20 ,Medium,EY-00253,Baldwin Hawley,Consumer,Bandung,Jawa Barat,Indonesia,Southeast Asia,
AU-2015-254,4/23/2015,4/25/2015,2,First Class,Auto & Accessories,Car Speakers,211,65,5,0.05,78.3,$7.80 ,High,EZ-00254,Schmidt Dominguez,Consumer,Villiers-le-Bel,Ile-de-France,France,Central,
AU-2015-255,3/6/2015,3/15/2015,9,First Class,Auto & Accessories,Car Body Covers,117,130,4,0.03,23,$2.30 ,High,RE-00255,Wong Macintyre,Consumer,Tlaquepaque,Jalisco,Mexico,North,
AU-2015-256,10/16/2015,10/17/2015,1,First Class,Auto & Accessories,Car & Bike Care,118,220,3,0.04,23.8,$2.40 ,Medium,AN-00256,Pennington Van,Corporate,Saint-Denis,Ile-de-France,France,Central,
AU-2015-257,7/6/2015,7/7/2015,1,First Class,Auto & Accessories,Tyre,250,104,5,0.05,107.5,$10.80 ,Critical,LS-00257,Lane Daniels,Consumer,Indaial,Santa Catarina,Brazil,South,
AU-2015-258,6/28/2015,7/4/2015,6,First Class,Auto & Accessories,Bike Tyres,72,149,3,0.05,24,$2.40 ,Medium,RI-00258,Clay Molinari,Home Office,Los Angeles,California,United States,West,
AU-2015-259,6/15/2015,6/18/2015,3,First Class,Auto & Accessories,Car Mat,54,222,2,0.04,27,$2.70 ,High,EN-00259,Warren Chen,Home Office,Malayer,Hamadan,Iran,EMEA,
AU-2015-260,6/8/2015,6/16/2015,8,First Class,Auto & Accessories,Car Seat Covers,114,199,5,0.03,16.9,$1.70 ,Critical,EY-00260,Wallace Caffey,Corporate,Thionville,Lorraine,France,Central,
AU-2015-261,10/26/2015,10/29/2015,3,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,111,1,0.04,141.8,$14.20 ,High,TY-00261,Osborne Kelty,Corporate,Gold Coast,Queensland,Australia,Oceania,
AU-2015-262,9/6/2015,9/8/2015,2,First Class,Auto & Accessories,Car Media Players,140,33,3,0.02,51.6,$5.20 ,Critical,OW-00262,Price Brandow,Consumer,Jakarta,Jakarta,Indonesia,Southeast Asia,
AU-2015-263,3/26/2015,4/1/2015,6,First Class,Auto & Accessories,Car Speakers,211,250,5,0.04,88.8,$8.90 ,High,AN-00263,Johnson Abelman,Corporate,Saltillo,Coahuila,Mexico,North,
AU-2015-264,1/24/2015,1/26/2015,2,First Class,Auto & Accessories,Car Body Covers,117,83,3,0.04,23,$2.30 ,High,RE-00264,Park Macintyre,Consumer,Gorakhpur,Haryana,India,Central Asia,
AU-2015-265,2/13/2015,2/22/2015,9,First Class,Auto & Accessories,Car & Bike Care,118,192,1,0.02,35.6,$3.60 ,High,AY-00265,Wolf Murray,Corporate,Indianapolis,Indiana,United States,Central,
AU-2015-266,7/29/2015,8/4/2015,6,First Class,Auto & Accessories,Tyre,250,65,5,0.02,145,$14.50 ,Critical,EY-00266,Munoz Hackney,Home Office,Shanghai,Shanghai,China,North Asia,
AU-2015-267,9/15/2015,9/17/2015,2,First Class,Auto & Accessories,Bike Tyres,72,130,1,0.01,72,$7.20 ,Medium,CH-00267,Moses Rittenbach,Consumer,Serra,Espírito Santo,Brazil,South,
AU-2015-268,10/31/2015,11/2/2015,2,First Class,Auto & Accessories,Car Mat,54,220,1,0.05,54,$5.40 ,High,EN-00268,Snyder Dahlen,Consumer,Florence,Tuscany,Italy,South,
AU-2015-269,12/13/2015,12/22/2015,9,First Class,Auto & Accessories,Car Seat Covers,114,104,1,0.02,31.7,$3.20 ,High,AT-00269,Gilbert Farhat,Corporate,Raleigh,North Carolina,United States,South,
AU-2015-270,12/31/2015,1/5/2016,5,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,149,3,0.04,123.3,$12.30 ,Critical,ON-00270,Hatfield Trafton,Consumer,Monclova,Coahuila,Mexico,North,
AU-2015-271,6/1/2015,6/8/2015,7,First Class,Auto & Accessories,Car Media Players,140,222,4,0.01,54.4,$5.40 ,High,AN-00271,Mason Chapman,Consumer,Jakarta,Jakarta,Indonesia,Southeast Asia,
AU-2015-272,9/24/2015,10/2/2015,8,First Class,Auto & Accessories,Car Speakers,211,199,4,0.05,88.8,$8.90 ,High,EZ-00272,Carr Dominguez,Corporate,New York City,New York,United States,East,
AU-2015-273,8/21/2015,8/23/2015,2,First Class,Auto & Accessories,Car Body Covers,117,111,4,0.02,27.6,$2.80 ,High,ON-00273,Fields Dodson,Consumer,San Severo,Apulia,Italy,South,
AU-2015-274,3/2/2015,3/11/2015,9,First Class,Auto & Accessories,Car & Bike Care,118,33,2,0.02,33.3,$3.30 ,High,SH-00274,Bond Overcash,Consumer,Newark,Ohio,United States,East,
AU-2015-275,3/5/2015,3/7/2015,2,First Class,Auto & Accessories,Tyre,250,250,2,0.02,160,$16.00 ,Critical,LT-00275,Dyer Overfelt,Consumer,San Luis Potosí,San Luis Potosí,Mexico,North,
AU-2015-276,8/2/2015,8/10/2015,8,First Class,Auto & Accessories,Bike Tyres,72,83,2,0.02,36,$3.60 ,Critical,EN-00276,Schneider Hansen,Corporate,Chicago,Illinois,United States,Central,
AU-2015-277,10/29/2015,11/1/2015,3,First Class,Auto & Accessories,Car Mat,54,192,1,0.05,54,$5.40 ,Critical,NG-00277,Garcia Armstrong,Consumer,Prague,Prague,Czech Republic,EMEA,
AU-2015-278,1/31/2015,2/3/2015,3,First Class,Auto & Accessories,Car Seat Covers,114,65,4,0.05,11.2,$1.10 ,Critical,ON-00278,Ross Braxton,Consumer,Dieppe,Upper Normandy,France,Central,
AU-2015-279,2/25/2015,3/2/2015,5,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,130,4,0.01,141.8,$14.20 ,High,KS-00279,Mosley Parks,Consumer,Los Angeles,California,United States,West,
AU-2015-280,7/30/2015,8/8/2015,9,First Class,Auto & Accessories,Car Media Players,140,220,2,0.05,46,$4.60 ,Critical,KA-00280,Deleon Pisteka,Corporate,Springfield,Virginia,United States,South,
AU-2015-281,11/6/2015,11/7/2015,1,First Class,Auto & Accessories,Car Speakers,211,104,4,0.01,122.6,$12.30 ,Medium,RD-00281,Beard Radford,Consumer,Orange,New South Wales,Australia,Oceania,
AU-2015-282,4/1/2015,4/4/2015,3,First Class,Auto & Accessories,Car Body Covers,117,149,1,0.03,33.5,$3.30 ,Critical,EN-00282,Hunt Cohen,Consumer,New York City,New York,United States,East,
AU-2015-283,12/10/2015,12/14/2015,4,First Class,Auto & Accessories,Car & Bike Care,118,222,5,0.02,26.2,$2.60 ,High,WN-00283,Butler Brown,Corporate,Americana,São Paulo,Brazil,South,
AU-2015-284,12/15/2015,12/24/2015,9,First Class,Auto & Accessories,Tyre,250,199,2,0.04,150,$15.00 ,High,EN-00284,Hale Goldenen,Consumer,Gold Coast,Queensland,Australia,Oceania,
AU-2015-285,10/21/2015,10/30/2015,9,First Class,Auto & Accessories,Bike Tyres,72,111,3,0.04,24,$2.40 ,Medium,TT-00285,Nelson Barnett,Consumer,Sunbury,Victoria,Australia,Oceania,
AU-2015-286,10/25/2015,10/26/2015,1,First Class,Auto & Accessories,Car Mat,54,33,2,0.04,27,$2.70 ,Critical,ER-00286,Cameron Packer,Consumer,L'viv,L'viv,Ukraine,EMEA,
AU-2015-287,2/7/2015,2/17/2015,10,First Class,Auto & Accessories,Car Seat Covers,114,250,2,0.04,24.9,$2.50 ,Medium,DY-00287,Bush Grady,Corporate,Oslo,Oslo,Norway,North,
AU-2015-288,2/17/2015,2/25/2015,8,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,83,4,0.03,123.3,$12.30 ,Medium,RN-00288,Hansen Eichhorn,Consumer,Arbil,Arbil,Iraq,EMEA,
AU-2015-289,3/23/2015,3/24/2015,1,First Class,Auto & Accessories,Car Media Players,140,192,5,0.01,53,$5.30 ,High,NT-00289,Ferguson Conant,Corporate,San Pedro de Macorís,San Pedro de Macorís,Dominican Republic,Caribbean,
AU-2015-290,2/15/2015,2/18/2015,3,First Class,Auto & Accessories,Car Speakers,211,65,5,0.03,99.4,$9.90 ,High,ON-00290,Nash Melton,Home Office,Estelí,Estelí,Nicaragua,Central,
AU-2015-291,8/31/2015,9/10/2015,10,First Class,Auto & Accessories,Car Body Covers,117,130,3,0.03,26.5,$2.60 ,High,IG-00291,Owen Ludwig,Corporate,Schiltigheim,Alsace,France,Central,
AU-2015-292,6/10/2015,6/15/2015,5,First Class,Auto & Accessories,Car & Bike Care,118,220,1,0.03,34.5,$3.40 ,Critical,ER-00292,Holland Foster,Corporate,Depok,Jawa Barat,Indonesia,Southeast Asia,
AU-2015-293,4/16/2015,4/24/2015,8,First Class,Auto & Accessories,Tyre,250,104,1,0.02,165,$16.50 ,Critical,AM-00293,Barr Sundaresam,Consumer,Consolación del Sur,Pinar del Río,Cuba,Caribbean,
AU-2015-294,6/11/2015,6/16/2015,5,First Class,Auto & Accessories,Bike Tyres,72,149,3,0.05,24,$2.40 ,Critical,CO-00294,Copeland Lomonaco,Corporate,Celle,Lower Saxony,Germany,Central,
AU-2015-295,11/19/2015,11/24/2015,5,First Class,Auto & Accessories,Car Mat,54,222,4,0.03,13.5,$1.40 ,Critical,IN-00295,Davis Akin,Consumer,Philadelphia,Pennsylvania,United States,East,
AU-2015-296,9/30/2015,10/1/2015,1,First Class,Auto & Accessories,Car Seat Covers,114,199,5,0.03,16.9,$1.70 ,Critical,ON-00296,Barnes Braxton,Corporate,London,England,United Kingdom,North,
AU-2015-297,4/7/2015,4/15/2015,8,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,111,3,0.05,116.4,$11.60 ,High,CK-00297,Rivera Black,Consumer,Shouguang,Shandong,China,North Asia,
AU-2015-298,10/26/2015,10/29/2015,3,First Class,Auto & Accessories,Car Media Players,140,33,5,0.02,46,$4.60 ,Critical,NT-00298,Heath O'Briant,Home Office,Bordeaux,Aquitaine,France,Central,
AU-2015-299,9/22/2015,9/29/2015,7,First Class,Auto & Accessories,Car Speakers,211,250,5,0.05,78.3,$7.80 ,Critical,ST-00299,Chan West,Home Office,Durres,Durrës,Albania,EMEA,
AU-2015-300,1/22/2015,1/23/2015,1,First Class,Auto & Accessories,Car Body Covers,117,83,1,0.03,33.5,$3.30 ,Critical,AN-00300,Atkinson Ryan,Corporate,Shanghai,Shanghai,China,North Asia,
AU-2015-301,2/18/2015,2/24/2015,6,First Class,Auto & Accessories,Car & Bike Care,118,192,3,0.03,27.4,$2.70 ,High,NI-00301,Blanchard Vittorini,Consumer,Puebla,Puebla,Mexico,North,
AU-2015-302,3/10/2015,3/18/2015,8,First Class,Auto & Accessories,Tyre,250,65,3,0.02,155,$15.50 ,Critical,ER-00302,Gray Boeckenhauer,Consumer,Anqing,Anhui,China,North Asia,
AU-2015-303,7/20/2015,7/27/2015,7,First Class,Auto & Accessories,Bike Tyres,72,130,4,0.03,18,$1.80 ,Critical,ER-00303,Buck Webber,Consumer,Dar es Salaam,Dar Es Salaam,Tanzania,Africa,
AU-2015-304,8/16/2015,8/21/2015,5,First Class,Auto & Accessories,Car Mat,54,220,1,0.01,54,$5.40 ,High,RT-00304,Durham Stugart,Corporate,Victoria,Tamaulipas,Mexico,North,
AU-2015-305,7/6/2015,7/14/2015,8,First Class,Auto & Accessories,Car Seat Covers,114,104,4,0.03,20.3,$2.00 ,High,LE-00305,Reynolds Carlisle,Consumer,Anshan,Liaoning,China,North Asia,
AU-2015-306,5/7/2015,5/14/2015,7,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,149,5,0.04,104.8,$10.50 ,High,EY-00306,Stone Cooley,Consumer,Copiapó,Atacama,Chile,South,
AU-2015-307,5/2/2015,5/11/2015,9,First Class,Auto & Accessories,Car Media Players,140,222,5,0.04,32,$3.20 ,Critical,LE-00307,Fisher Carlisle,Corporate,Cincinnati,Ohio,United States,East,
AU-2015-308,11/30/2015,12/2/2015,2,First Class,Auto & Accessories,Car Speakers,211,199,4,0.04,97.2,$9.70 ,High,ON-00308,Howell Eason,Consumer,Ensenada,Baja California,Mexico,North,
AU-2015-309,4/7/2015,4/13/2015,6,First Class,Auto & Accessories,Car Body Covers,117,111,2,0.02,32.3,$3.20 ,High,CH-00309,Johnston Ducich,Consumer,La Romana,La Romana,Dominican Republic,Caribbean,
AU-2015-310,6/19/2015,6/26/2015,7,First Class,Auto & Accessories,Car & Bike Care,118,33,4,0.04,19.1,$1.90 ,High,LL-00310,Boone Maxwell,Corporate,Fort-de-France,Martinique,Martinique,Caribbean,
AU-2015-311,4/5/2015,4/10/2015,5,First Class,Auto & Accessories,Tyre,250,250,2,0.03,155,$15.50 ,Critical,CK-00311,Nicholson Murdock,Consumer,London,England,United Kingdom,North,
AU-2015-312,10/25/2015,10/31/2015,6,First Class,Auto & Accessories,Bike Tyres,72,83,1,0.03,72,$7.20 ,High,ON-00312,Livingston Thornton,Consumer,Petrópolis,Rio de Janeiro,Brazil,South,
AU-2015-313,5/29/2015,6/8/2015,10,First Class,Auto & Accessories,Car Mat,54,192,4,0.02,13.5,$1.40 ,Medium,NG-00313,Brewer Flashing,Corporate,Watertown,New York,United States,East,
AU-2015-314,9/13/2015,9/14/2015,1,First Class,Auto & Accessories,Car Seat Covers,114,65,1,0.05,28.3,$2.80 ,Critical,ED-00314,Johns Reed,Corporate,Taipei,Taipei City,Taiwan,North Asia,
AU-2015-315,3/8/2015,3/14/2015,6,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,130,2,0.01,146.4,$14.60 ,High,EN-00315,Wolfe Hansen,Consumer,Fayetteville,North Carolina,United States,South,
AU-2015-316,10/30/2015,11/8/2015,9,First Class,Auto & Accessories,Car Media Players,140,220,1,0.04,54.4,$5.40 ,Medium,MS-00316,Jones Adams,Home Office,Denpasar,Bali,Indonesia,Southeast Asia,
AU-2015-317,12/19/2015,12/27/2015,8,First Class,Auto & Accessories,Car Speakers,211,104,3,0.01,124.7,$12.50 ,High,ER-00317,Golden Ritter,Consumer,Mexico City,Distrito Federal,Mexico,North,
AU-2015-318,3/7/2015,3/11/2015,4,First Class,Auto & Accessories,Car Body Covers,117,149,3,0.04,23,$2.30 ,High,TO-00318,Carter Barreto,Corporate,Tucson,Arizona,United States,West,
AU-2015-319,4/18/2015,4/28/2015,10,First Class,Auto & Accessories,Car & Bike Care,118,222,2,0.05,26.2,$2.60 ,High,NG-00319,Cannon Hwang,Corporate,Miami,Florida,United States,South,
AU-2015-320,7/13/2015,7/23/2015,10,First Class,Auto & Accessories,Tyre,250,199,2,0.04,150,$15.00 ,Medium,ND-00320,Gross Kirkland,Corporate,Kalyan,Maharashtra,India,Central Asia,
AU-2015-321,11/6/2015,11/11/2015,5,First Class,Auto & Accessories,Bike Tyres,72,111,1,0.05,72,$7.20 ,Critical,ON-00321,Christensen Lebron,Consumer,Mejicanos,San Salvador,El Salvador,Central,
AU-2015-322,4/21/2015,4/24/2015,3,First Class,Auto & Accessories,Car Mat,54,33,1,0.02,54,$5.40 ,Critical,CH-00322,May Französisch,Consumer,Casablanca,Grand Casablanca,Morocco,Africa,
AU-2015-323,10/13/2015,10/14/2015,1,First Class,Auto & Accessories,Car Seat Covers,114,250,3,0.03,23.7,$2.40 ,Medium,IG-00323,Bass Ludwig,Consumer,Kinshasa,Kinshasa,Democratic Republic of the Congo,Africa,
AU-2015-324,6/11/2015,6/15/2015,4,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,83,5,0.01,139.5,$13.90 ,High,RY-00324,Wilkins Mccrary,Consumer,Lille,Nord-Pas-de-Calais,France,Central,
AU-2015-325,6/14/2015,6/21/2015,7,First Class,Auto & Accessories,Car Media Players,140,192,4,0.01,54.4,$5.40 ,High,NS-00325,Hayes Burns,Consumer,Jakarta,Jakarta,Indonesia,Southeast Asia,
AU-2015-326,8/17/2015,8/25/2015,8,First Class,Auto & Accessories,Car Speakers,211,65,1,0.01,128.9,$12.90 ,Critical,RN-00326,Bentley Zypern,Consumer,Berlin,Berlin,Germany,Central,
AU-2015-327,9/7/2015,9/10/2015,3,First Class,Auto & Accessories,Car Body Covers,117,130,5,0.01,31.2,$3.10 ,High,KE-00327,Frank Ludtke,Home Office,Pueblo,Colorado,United States,West,
AU-2015-328,4/7/2015,4/17/2015,10,First Class,Auto & Accessories,Car & Bike Care,118,220,2,0.01,35.6,$3.60 ,Critical,ER-00328,Meadows Wiener,Consumer,Surabaya,Jawa Timur,Indonesia,Southeast Asia,
AU-2015-329,7/25/2015,7/27/2015,2,First Class,Auto & Accessories,Tyre,250,104,4,0.03,140,$14.00 ,Medium,MS-00329,Faulkner Williams,Consumer,Algiers,Alger,Algeria,Africa,
AU-2015-330,10/1/2015,10/6/2015,5,First Class,Auto & Accessories,Bike Tyres,72,149,1,0.05,72,$7.20 ,Critical,RG-00330,Marsh Luxemburg,Corporate,Pretoria,Gauteng,South Africa,Africa,
AU-2015-331,5/5/2015,5/12/2015,7,First Class,Auto & Accessories,Car Mat,54,222,1,0.03,54,$5.40 ,High,IE-00331,Olson Currie,Home Office,Canberra,Australian Capital Territory,Australia,Oceania,
AU-2015-332,7/20/2015,7/27/2015,7,First Class,Auto & Accessories,Car Seat Covers,114,199,2,0.02,29.4,$2.90 ,High,DD-00332,Griffin Budd,Corporate,Kuala Lumpur,Kuala Lumpur,Malaysia,Southeast Asia,
AU-2015-333,8/29/2015,9/3/2015,5,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,111,3,0.05,116.4,$11.60 ,Critical,LE-00333,Brady Lonsdale,Consumer,Rostock,Mecklenburg-Vorpommern,Germany,Central,
AU-2015-334,4/13/2015,4/17/2015,4,First Class,Auto & Accessories,Car Media Players,140,33,2,0.01,57.2,$5.70 ,Medium,MS-00334,Oneill Williams,Consumer,San Luis,San Luis,Argentina,South,
AU-2015-335,5/7/2015,5/16/2015,9,First Class,Auto & Accessories,Car Speakers,211,250,4,0.03,105.7,$10.60 ,Critical,LL-00335,Rose Connell,Consumer,Gold Coast,Queensland,Australia,Oceania,
AU-2015-336,11/12/2015,11/16/2015,4,First Class,Auto & Accessories,Car Body Covers,117,83,3,0.01,33.5,$3.30 ,High,WN-00336,Simmons Brown,Corporate,Oyonnax,Rhône-Alpes,France,Central,
AU-2015-337,9/25/2015,9/27/2015,2,First Class,Auto & Accessories,Car & Bike Care,118,192,3,0.02,30.9,$3.10 ,Critical,EZ-00337,Schmidt Dominguez,Consumer,Lowell,Massachusetts,United States,East,
AU-2015-338,12/29/2015,1/1/2016,3,First Class,Auto & Accessories,Tyre,250,65,4,0.01,160,$16.00 ,Critical,ER-00338,Strong Schoenberger,Corporate,Los Angeles,California,United States,West,
AU-2015-339,8/31/2015,9/9/2015,9,First Class,Auto & Accessories,Bike Tyres,72,130,2,0.05,36,$3.60 ,High,MS-00339,Benson Harms,Corporate,Koshigaya,Saitama,Japan,North Asia,
AU-2015-340,8/31/2015,9/4/2015,4,First Class,Auto & Accessories,Car Mat,54,220,3,0.04,18,$1.80 ,High,LE-00340,Chandler Hale,Corporate,Sydney,New South Wales,Australia,Oceania,
AU-2015-341,8/16/2015,8/25/2015,9,First Class,Auto & Accessories,Car Seat Covers,114,104,1,0.01,32.9,$3.30 ,Critical,ON-00341,Jensen Foulston,Home Office,Jixi,Heilongjiang,China,North Asia,
AU-2015-342,6/18/2015,6/26/2015,8,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,149,4,0.01,141.8,$14.20 ,High,MS-00342,Oneill Williams,Consumer,Huelva,Andalusía,Spain,South,
AU-2015-343,3/16/2015,3/18/2015,2,First Class,Auto & Accessories,Car Media Players,140,222,4,0.03,43.2,$4.30 ,High,RE-00343,Tanner Sayre,Consumer,Alexandria,Al Iskandariyah,Egypt,Africa,
AU-2015-344,7/26/2015,8/4/2015,9,First Class,Auto & Accessories,Car Speakers,211,199,3,0.03,112,$11.20 ,Critical,EL-00344,Sandoval Kimmel,Consumer,Louisville,Kentucky,United States,South,
AU-2015-345,9/21/2015,10/1/2015,10,First Class,Auto & Accessories,Car Body Covers,117,111,1,0.04,32.3,$3.20 ,Medium,LE-00345,Mcdowell Roelle,Consumer,Valenzuela,National Capital,Philippines,Southeast Asia,
AU-2015-346,2/3/2015,2/11/2015,8,First Class,Auto & Accessories,Car & Bike Care,118,33,4,0.02,28.6,$2.90 ,High,BS-00346,Patton Jacobs,Consumer,Rome,Lazio,Italy,South,
AU-2015-347,3/3/2015,3/8/2015,5,First Class,Auto & Accessories,Tyre,250,250,3,0.01,162.5,$16.30 ,Critical,LL-00347,Rose Connell,Consumer,Gold Coast,Queensland,Australia,Oceania,
AU-2015-348,1/4/2015,1/10/2015,6,First Class,Auto & Accessories,Bike Tyres,72,83,2,0.03,36,$3.60 ,High,WN-00348,Foster Brown,Corporate,Melbourne,Victoria,Australia,Oceania,
AU-2015-349,3/27/2015,4/3/2015,7,First Class,Auto & Accessories,Car Mat,54,192,2,0.03,27,$2.70 ,High,SH-00349,Bond Overcash,Consumer,Halmstad,Halland,Sweden,North,
AU-2015-350,5/14/2015,5/17/2015,3,First Class,Auto & Accessories,Car Seat Covers,114,65,2,0.03,27.2,$2.70 ,Critical,LY-00350,Juarez Shonely,Consumer,Toledo,Ohio,United States,East,
AU-2015-351,4/17/2015,4/21/2015,4,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,130,5,0.02,127.9,$12.80 ,Critical,EL-00351,Sandoval Kimmel,Consumer,Murray Bridge,South Australia,Australia,Oceania,
AU-2015-352,7/19/2015,7/22/2015,3,First Class,Auto & Accessories,Car Media Players,140,220,4,0.03,43.2,$4.30 ,Medium,DO-00352,Brown Airdo,Corporate,Bandung,Jawa Barat,Indonesia,Southeast Asia,
AU-2015-353,4/22/2015,4/23/2015,1,First Class,Auto & Accessories,Car Speakers,211,104,3,0.03,112,$11.20 ,Critical,LL-00353,Espinoza Mull,Consumer,Creil,Picardy,France,Central,
AU-2015-354,12/17/2015,12/24/2015,7,First Class,Auto & Accessories,Car Body Covers,117,149,5,0.05,7.8,$0.80 ,Medium,IG-00354,Bass Ludwig,Consumer,Waynesboro,Virginia,United States,South,
AU-2015-355,2/20/2015,2/25/2015,5,First Class,Auto & Accessories,Car & Bike Care,118,222,1,0.03,34.5,$3.40 ,Critical,ER-00355,Strong Schoenberger,Corporate,Vienna,Vienna,Austria,Central,
AU-2015-356,4/8/2015,4/11/2015,3,First Class,Auto & Accessories,Tyre,250,199,3,0.03,147.5,$14.80 ,High,RG-00356,Sloan Shillingsburg,Corporate,Rockhampton,Queensland,Australia,Oceania,
AU-2015-357,1/31/2015,2/3/2015,3,First Class,Auto & Accessories,Bike Tyres,72,111,2,0.02,36,$3.60 ,Critical,DO-00357,Brown Airdo,Corporate,Cranston,Rhode Island,United States,East,
AU-2015-358,6/26/2015,7/6/2015,10,First Class,Auto & Accessories,Car Mat,54,33,5,0.01,10.8,$1.10 ,High,TH-00358,Lara Smith,Consumer,Brisbane,Queensland,Australia,Oceania,
AU-2015-359,11/17/2015,11/27/2015,10,First Class,Auto & Accessories,Car Seat Covers,114,250,1,0.01,32.9,$3.30 ,High,ON-00359,Franklin Dickinson,Consumer,Conselheiro Lafaiete,Minas Gerais,Brazil,South,
AU-2015-360,6/20/2015,6/22/2015,2,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,83,1,0.01,148.7,$14.90 ,Critical,EY-00360,Stewart Bensley,Home Office,Mumbai,Maharashtra,India,Central Asia,
AU-2015-361,2/5/2015,2/6/2015,1,First Class,Auto & Accessories,Car Media Players,140,192,2,0.04,48.8,$4.90 ,High,ON-00361,Fields Dodson,Consumer,Caloundra,Queensland,Australia,Oceania,
AU-2015-362,1/14/2015,1/21/2015,7,First Class,Auto & Accessories,Car Speakers,211,65,1,0.02,126.8,$12.70 ,High,RE-00362,Knox Sayre,Consumer,Philadelphia,Pennsylvania,United States,East,
AU-2015-363,1/2/2015,1/6/2015,4,First Class,Auto & Accessories,Car Body Covers,117,130,5,0.05,7.8,$0.80 ,High,AB-00363,Mcintyre Yedwab,Home Office,Talcahuano,Biobio,Chile,South,
AU-2015-364,1/31/2015,2/10/2015,10,First Class,Auto & Accessories,Car & Bike Care,118,220,4,0.03,23.8,$2.40 ,Critical,TE-00364,Reese Huthwaite,Consumer,Nairobi,Nairobi,Kenya,Africa,
AU-2015-365,4/4/2015,4/5/2015,1,First Class,Auto & Accessories,Tyre,250,104,5,0.01,157.5,$15.80 ,Critical,AM-00365,Watkins Cunningham,Corporate,Springfield,Virginia,United States,South,
AU-2015-366,3/1/2015,3/8/2015,7,First Class,Auto & Accessories,Bike Tyres,72,149,2,0.03,36,$3.60 ,High,AN-00366,Mack Hoffman,Consumer,Hyderabad,Telangana,India,Central Asia,
AU-2015-367,1/13/2015,1/22/2015,9,First Class,Auto & Accessories,Car Mat,54,222,3,0.04,18,$1.80 ,Medium,ES-00367,Blackwell Rawles,Home Office,Dhaka,Dhaka,Bangladesh,Central Asia,
AU-2015-368,3/9/2015,3/14/2015,5,First Class,Auto & Accessories,Car Seat Covers,114,199,5,0.04,11.2,$1.10 ,High,KY-00368,Holman Zandusky,Corporate,San Francisco,California,United States,West,
AU-2015-369,7/24/2015,7/29/2015,5,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,111,4,0.04,114,$11.40 ,Critical,NI-00369,Blanchard Vittorini,Consumer,Ho Chi Minh City,Ho Chí Minh City,Vietnam,Southeast Asia,
AU-2015-370,8/17/2015,8/24/2015,7,First Class,Auto & Accessories,Car Media Players,140,33,5,0.03,39,$3.90 ,High,LL-00370,Espinoza Mull,Consumer,Shanghai,Shanghai,China,North Asia,
AU-2015-371,11/21/2015,11/25/2015,4,First Class,Auto & Accessories,Car Speakers,211,250,4,0.02,114.1,$11.40 ,Medium,GS-00371,Herman Triggs,Consumer,Lismore,New South Wales,Australia,Oceania,
AU-2015-372,9/2/2015,9/4/2015,2,First Class,Auto & Accessories,Car Body Covers,117,83,1,0.01,35.8,$3.60 ,Medium,LD-00372,Bryant Brumfield,Consumer,Sikasso,Sikasso,Mali,Africa,
AU-2015-373,3/13/2015,3/14/2015,1,First Class,Auto & Accessories,Car & Bike Care,118,192,5,0.01,32.1,$3.20 ,High,AN-00373,Horn Phan,Corporate,Coyoacán,Distrito Federal,Mexico,North,
AU-2015-374,10/21/2015,10/26/2015,5,First Class,Auto & Accessories,Tyre,250,65,5,0.03,132.5,$13.30 ,Critical,NG-00374,Martin Armstrong,Consumer,Whyalla,South Australia,Australia,Oceania,
AU-2015-375,9/23/2015,9/26/2015,3,First Class,Auto & Accessories,Bike Tyres,72,130,3,0.03,24,$2.40 ,High,ON-00375,Burton Ellison,Consumer,Morelia,Michoacán,Mexico,North,
AU-2015-376,10/21/2015,10/25/2015,4,First Class,Auto & Accessories,Car Mat,54,220,5,0.05,10.8,$1.10 ,High,LE-00376,Booth Pistole,Consumer,Pretoria,Gauteng,South Africa,Africa,
AU-2015-377,7/2/2015,7/6/2015,4,First Class,Auto & Accessories,Car Seat Covers,114,104,4,0.02,24.9,$2.50 ,Critical,EN-00377,Schneider Hansen,Corporate,Ivry-sur-Seine,Ile-de-France,France,Central,
AU-2015-378,9/20/2015,9/23/2015,3,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,149,4,0.05,104.8,$10.50 ,High,TT-00378,Gallegos Rosenblatt,Consumer,Depok,Yogyakarta,Indonesia,Southeast Asia,
